datetime,nat_demand,T2M_toc,QV2M_toc,TQL_toc,W2M_toc,T2M_san,QV2M_san,TQL_san,W2M_san,T2M_dav,QV2M_dav,TQL_dav,W2M_dav,Holiday_ID,holiday,school
01-06-2020 00:00,999.6582,25.555932617187523,0.018616611,0.0993042,6.109912244975077,24.087182617187523,0.017838413,0.075408936,4.330679065676809,22.680932617187523,0.017167026,0.15307617,3.78292971291162,0,0,0
01-06-2020 01:00,996.2859,25.458825683593773,0.01850214,0.09036255,5.619335618439566,23.911950683593773,0.017685795,0.0843811,4.114511534760564,22.505700683593773,0.017083073,0.15704346,4.053217182272912,0,0,0
01-06-2020 02:00,972.3116,25.374414062500023,0.018387677,0.078186035,5.51238256835418,23.811914062500023,0.01760185,0.08227539,3.942501880207472,22.421289062500023,0.017037274,0.16088867,4.082029717404018,0,0,0
01-06-2020 03:00,950.982,25.296655273437523,0.018303739,0.07022095,5.659581656345397,23.687280273437523,0.017464506,0.06417847,3.855280764556529,22.421655273437523,0.017014371,0.16796875,4.046894217780594,0,0,0
01-06-2020 04:00,934.7633,25.2814880371094,0.01824271,0.063964844,5.3878143148052455,23.5627380371094,0.017296664,0.056396484,3.6491467771984847,22.4689880371094,0.016999118,0.17663574,4.000381165463379,0,0,0
01-06-2020 05:00,933.7608,25.3166442871094,0.01815881,0.06906128,4.630472181231066,23.5510192871094,0.01715936,0.054595947,3.5067612627152736,22.5197692871094,0.016968625,0.16973877,3.80718124347803,0,0,0
01-06-2020 06:00,937.1256,25.575097656250023,0.018280905,0.07608032,3.7134670038551176,23.746972656250023,0.01734249,0.051956177,3.2158579172020305,22.543847656250023,0.016938131,0.16326904,3.605361498459817,0,0,0
01-06-2020 07:00,1047.9074,26.232995605468773,0.01828097,0.08810425,4.0664147562163375,24.826745605468773,0.017998682,0.046920776,3.85213169186519,22.889245605468773,0.017441737,0.15692139,3.277201931491424,0,0,0
01-06-2020 08:00,1150.9169,26.740136718750023,0.018296242,0.1171875,4.433554220552717,26.255761718750023,0.018105507,0.03894043,4.081210044209595,23.521386718750023,0.017785072,0.15783691,3.258739158515762,0,0,0
01-06-2020 09:00,1186.8090000000002,27.275415039062523,0.018395416,0.14868164,4.467970039219411,27.337915039062523,0.017159455,0.037872314,4.488680144031741,24.525415039062523,0.01747989,0.16070557,3.412226374628568,0,0,0
01-06-2020 10:00,1227.246,27.780908203125023,0.018464113,0.16778564,4.798788525763814,27.952783203125023,0.016961122,0.044296265,4.797011213822704,25.921533203125023,0.016823793,0.16278076,3.539395299762684,0,0,0
